id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20129177,Modern large room with everything in a new home.,143111750,Divine,,Ward B (councilmember Mira Prinz-Arey),40.73427,-74.07612,Private room,45,1,68,4/23/2019,2.58,1,276
20152008,"Private Terrace, 2B 2BA,Statue of Liberty Views",2711146,Jenny,,Ward E (councilmember James Solomon),40.72384,-74.03803,Entire home/apt,450,5,5,5/27/2019,0.34,78,20
20164544,"Modern, Newly Renovated Jersey City Studio",52789828,Jon,,Ward D (councilmember Michael Yun),40.7507,-74.04666,Entire home/apt,87,1,81,9/24/2019,3.09,13,290
20192167,"Nice Room, Short Walk to Journal Square PATH!",141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73126,-74.07237,Private room,47,30,0,,,51,290
20208540,"Beautiful Room, Free Laundry, Walk to PATH Station",141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73268,-74.07073,Private room,45,30,0,,,51,365
20208800,Easy commute to Financial District and Midtown!,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73275,-74.07077,Private room,45,30,0,,,51,256
20209385,Dream Kitchen in New Air Conditioned Apartment!,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73121,-74.07073,Private room,45,30,0,,,51,365
20209790,Gorgeous Room With Access to Backyard/Patio,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73232,-74.07083,Private room,50,30,0,,,51,365
20209989,"3 game rms, big backyard. New building!",141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73061,-74.07054,Private room,44,30,0,,,51,365
20210143,Close to PATH station. 3 game rooms to enjoy!,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73218,-74.07119,Private room,43,30,0,,,51,335
20210301,Gorgeous Room with Fast Wifi,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73144,-74.0727,Private room,42,30,0,,,51,274
20211078,Awesome Room in Great Location - Fast Wifi,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73236,-74.07218,Private room,45,30,0,,,51,252
20211191,"Perfect Room, Intercom System, & Laundry",141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73113,-74.07059,Private room,42,30,0,,,51,334
20215033,E-Z NYC Access/Cozy&Quiet,165488,Joanna,,Ward D (councilmember Michael Yun),40.75558,-74.04727,Private room,48,1,80,9/2/2019,3.08,3,326
20223673,Montecarlo Luxurious Stay..! Hey it's ur 2br stay?,132055249,Chosen,,Ward C (councilmember Richard Boggiano),40.73748,-74.06379,Entire home/apt,119,2,24,9/1/2019,0.96,10,348
20256862,30min to NYC Newly Renovated Modern,12680973,Anodri,,Ward F (councilmember Jermaine D. Robinson),40.70654,-74.07529,Entire home/apt,70,2,62,9/10/2019,2.84,2,329
20282970,Penthouse on 50th Floor with a Private Terrace,118964350,Kenshō,,Ward E (councilmember James Solomon),40.72341,-74.03737,Entire home/apt,299,4,26,8/10/2019,1.13,11,14
20286813,Beautiful Private Suite W/ Convenient NYC Access,43219250,LaTorre Fratelli,,Ward F (councilmember Jermaine D. Robinson),40.72355,-74.06798,Entire home/apt,49,1,95,9/15/2019,3.68,15,18
20308875,"Luxury Highrise, Manhattan Views, mins to NYC",29574230,Arjita,,Ward E (councilmember James Solomon),40.72096,-74.03409,Private room,91,5,10,2/22/2018,0.39,1,22
20309414,Mins to NYC - Spacious Room with Attached bath,138287617,Suresh And,,Ward E (councilmember James Solomon),40.71962,-74.04338,Private room,99,3,5,9/27/2019,0.23,8,336
20310179,"Brick Studio Apt w/Private Patio, Minutes to NYC!",13487363,J,,Ward E (councilmember James Solomon),40.72641,-74.04456,Entire home/apt,113,30,38,8/10/2019,1.56,1,334
20385402,Big two bedroom apt with backyard 6 miles from NYC,104497453,Mark,,Ward F (councilmember Jermaine D. Robinson),40.71158,-74.06678,Entire home/apt,100,2,143,9/30/2019,5.55,4,63
20432924,Cozy Large Master Bedroom 20 minutes to NYC,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74749,-74.05115,Private room,80,1,46,9/8/2019,1.78,5,81
20441221,"Arlington Suites,  Dove Suite (25 mins to NYC)",141213694,Sol,,Ward F (councilmember Jermaine D. Robinson),40.71078,-74.07144,Private room,39,3,34,9/22/2019,1.33,8,70
20457193,"4 BR 2 BA Spacious, 3 min to PATH>NYC +1 Parking!",92889711,Anita,,Ward C (councilmember Richard Boggiano),40.73205,-74.06096,Entire home/apt,200,2,71,9/27/2019,2.8,2,258
20477673,Gorgeous private bedroom close to NYC and Hoboken,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74644,-74.04952,Private room,49,1,30,9/8/2019,1.2,5,78
20494048,Spacious Studio Unit/1Ba Apt 10 min to NYC-Dwtn JC,174355,Geraldine,,Ward E (councilmember James Solomon),40.72549,-74.04303,Entire home/apt,80,3,99,9/28/2019,3.91,1,105
20504196,Brand New Apt w/Balcony & Amazing NYC view-17QB,2711146,Jenny,,Ward E (councilmember James Solomon),40.72532,-74.0357,Entire home/apt,399,5,5,9/25/2019,0.3,78,351
20538469,Elegant & Private Room-Close to NYC & PATH Train,10744428,Kim,,Ward C (councilmember Richard Boggiano),40.73613,-74.05298,Private room,115,2,56,9/16/2019,2.23,3,60
20568331,Summit,146677771,Adel,,Ward F (councilmember Jermaine D. Robinson),40.72381,-74.06623,Entire home/apt,149,1,67,8/31/2019,2.66,4,43
20571077,Beautiful 1BD apt with Skylights - For Couples,133734753,Hector,,Ward D (councilmember Michael Yun),40.7509,-74.05217,Entire home/apt,98,2,57,9/27/2019,2.23,4,68
20573006,"Cute Quirky Garden apt, NYC adjacent",9488920,Katie,,Ward F (councilmember Jermaine D. Robinson),40.71465,-74.0753,Entire home/apt,75,1,136,9/7/2019,5.36,2,56
20573397,"304 ""2L"" Private room 5 Minute walk to Grove Path",6958867,Henry,,Ward E (councilmember James Solomon),40.72374,-74.04614,Private room,60,1,56,9/2/2019,2.2,31,232
20573821,Cute Quirky Two Story Apartment,9488920,Katie,,Ward F (councilmember Jermaine D. Robinson),40.71423,-74.0754,Entire home/apt,70,3,3,9/7/2019,1.36,2,41
20587004,Beautiful Studio in Jersey City + Amazing Views!,30283594,Kara,,Ward E (councilmember James Solomon),40.72214,-74.03599,Entire home/apt,189,4,1,9/8/2019,1,84,0
20587879,"Spacious Apt, 4 Bedrooms 2 baths 20 minutes to NYC",9315100,Hermann,,Ward D (councilmember Michael Yun),40.75296,-74.05268,Entire home/apt,175,1,121,9/22/2019,4.91,3,290
20594809,Charming 2F 1BR 18 Mins to NYC Time Square 5 Guest,33164249,Kevin & David,,Ward D (councilmember Michael Yun),40.75105,-74.0445,Entire home/apt,89,2,77,9/13/2019,3.04,17,105
20602988,Comfy 3 Floor Row House near NYC!,147236245,Michelle And Ashish,,Ward D (councilmember Michael Yun),40.7515,-74.04072,Entire home/apt,159,2,105,9/22/2019,4.16,1,73
20623342,Amazing 2F 2BR 18 Mins to NYC Time Square 12 Guest,33164249,Kevin & David,,Ward D (councilmember Michael Yun),40.74966,-74.04444,Entire home/apt,109,2,82,9/15/2019,3.3,17,349
20633227,Amazing Room with convenient transportation to NYC,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74773,-74.05134,Private room,49,1,25,6/21/2019,0.99,5,9
20634586,Spacious & Bright-Room for Rent-Close to NYC PATH,10744428,Kim,,Ward C (councilmember Richard Boggiano),40.73567,-74.05241,Private room,115,2,33,9/15/2019,1.32,3,148
20637222,"304 ""2M"" Private room. 5 Min walk to Grove Path",6958867,Henry,,Ward E (councilmember James Solomon),40.72197,-74.04559,Private room,58,1,68,9/21/2019,2.7,31,338
20638677,Rare 4 BR APT 10 Minutes NYC Time Square w Parking,1821367,Judy&Kevin,,Ward D (councilmember Michael Yun),40.74951,-74.04016,Entire home/apt,159,2,132,9/15/2019,5.22,21,122
20652732,"Jordan Suites, Suite 4 (13 min walk to PATH train)",146987030,Eman,,Ward F (councilmember Jermaine D. Robinson),40.72326,-74.06684,Private room,55,4,36,9/24/2019,1.43,4,20
20665079,Beautiful Private Room 20 Minutes to NYC,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74828,-74.0512,Private room,49,1,30,9/7/2019,1.19,5,66
20665345,Spacious Room 20 minutes from NYC and Hoboken,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74762,-74.05132,Private room,52,1,38,7/23/2019,1.57,5,74
20667610,"Jordan Suites, Suite 3 (13 min walk to PATH train)",146987030,Eman,,Ward F (councilmember Jermaine D. Robinson),40.72468,-74.06707,Private room,40,4,18,9/29/2019,0.71,4,0
20667732,"Jordan Suites, Suite 2 (13 min walk to PATH train)",146987030,Eman,,Ward C (councilmember Richard Boggiano),40.72489,-74.06564,Private room,42,4,18,1/4/2019,0.71,4,1
20680034,"Lovely Room in Jersey City, New Jersey",147986795,Kati Deals,,Ward D (councilmember Michael Yun),40.74977,-74.04282,Private room,45,2,63,9/15/2019,2.65,1,54
20688670,"1BR Suite-sleeps 4 -next to train, Manhattan View",30719174,Furnished,,Ward E (councilmember James Solomon),40.71859,-74.04293,Entire home/apt,149,3,7,6/6/2019,0.28,10,365
20689371,Beautiful 1BR Apt in Historic Downtown Jersey City,52191937,E. Kevin,,Ward E (councilmember James Solomon),40.71367,-74.04003,Entire home/apt,130,1,16,4/14/2019,0.63,1,59
20696828,Affordable Studio Apt 15 mins NYC. Private apt.,148133077,Shan,,Ward C (councilmember Richard Boggiano),40.73548,-74.05584,Entire home/apt,99,1,89,9/8/2019,3.52,2,353
20697166,Affordable 1 bd Apt 15 mins from NYC. Sleeps 8.,148133077,Shan,,Ward C (councilmember Richard Boggiano),40.73573,-74.05708,Entire home/apt,99,1,103,9/10/2019,4.07,2,348
20713530,"Arlington Suites, Pax Suite (25 mins to NYC)",141213694,Sol,,Ward F (councilmember Jermaine D. Robinson),40.7108,-74.07297,Private room,35,2,26,9/14/2019,1.03,8,55
20727452,Traveler's stay at this city place.,148415919,Nelson,,Ward C (councilmember Richard Boggiano),40.73255,-74.06104,Entire home/apt,102,2,51,9/22/2019,2.03,1,24
20729226,FANTASTIC 2BD/2BR DUPLEX WITH YARD - 15 MINS TO NYC!! SLEEPS 6!!,44383770,Pak,,Ward E (councilmember James Solomon),40.72208,-74.04421,Entire home/apt,175,1,106,9/22/2019,4.37,2,203
20742928,Cozy apt in Jersey city near Public Transportation,72922734,Lisa,,Ward B (councilmember Mira Prinz-Arey),40.71987,-74.08516,Entire home/apt,60,2,108,8/26/2019,4.28,1,264
20757931,Beautiful 2-BR + Manhattan Views in Jersey City!!,30283594,Kara,,Ward E (councilmember James Solomon),40.72157,-74.0376,Entire home/apt,177,3,0,,,84,88
20770485,Private bedroom close to EWR and NYC,19792633,Alma,,Ward A (councilmember Denise Ridley),40.69874,-74.09183,Private room,30,3,7,8/11/2019,0.28,1,344
20810727,Beautiful 1-BR in NJ near Madison Square Garden!!,30283594,Kara,,Ward E (councilmember James Solomon),40.72349,-74.03603,Entire home/apt,135,3,0,,,84,86
20815415,Opp path station & 12min to WTC from path station,135029612,Romit,,Ward C (councilmember Richard Boggiano),40.73108,-74.05917,Private room,40,1,15,6/10/2018,0.6,1,57
20826377,"4 Bedroom/Sleeps 12, Minutes to NYC + Parking!",20579312,David F.,,Ward E (councilmember James Solomon),40.72219,-74.04094,Entire home/apt,369,4,40,9/9/2019,1.59,2,297
20833383,"Superb Jersey City home, close to NYC",10073982,Aamir,,Ward A (councilmember Denise Ridley),40.69127,-74.09283,Entire home/apt,549,1,34,9/27/2019,5.07,1,79
20843063,NEW Private Bedroom Free Laundry steps from PATH!,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73237,-74.07214,Private room,49,30,0,,,51,365
20843544,Cozy Room in Journal Square - Free Laundry & WiFi,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73138,-74.07242,Private room,49,30,0,,,51,358
20843829,Easy commute to Financial District and Midtown,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.7324,-74.07076,Private room,48,30,0,,,51,339
20843999,"Beautiful Room with Great Natural Light, Fast WiFi",141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.7322,-74.07214,Private room,44,30,1,9/9/2019,1,51,341
20844108,Huge Room with Private Bathroom & Private Entrance,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73056,-74.07208,Private room,50,30,0,,,51,353
20844532,OCTOBER SPECIAL/2BEDROOM/15 MINS TO NYC/HOBOKEN❤️,148995446,Suleika,,Ward D (councilmember Michael Yun),40.74742,-74.04503,Entire home/apt,170,3,39,9/30/2019,1.57,2,271
20870083,*3 Bedroom APT15 Mins to Time SQ OR  WTC**,5792092,Chris,,Ward C (councilmember Richard Boggiano),40.73916,-74.05122,Entire home/apt,56,2,46,7/25/2019,1.91,24,236
20881267,Beautiful Journal Square Room Near PATH Station,141532723,Emma & David,,Ward B (councilmember Mira Prinz-Arey),40.73231,-74.07262,Private room,45,30,0,,,51,365
20881538,"Fantastic Room - Closet Space, Free Wifi, Laundry",141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.7324,-74.07249,Private room,46,30,0,,,51,365
20881701,Amazing Room with Laundry & Fast Wifi - Near PATH,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.7312,-74.07229,Private room,45,30,0,,,51,335
20881881,Top Notch Room in Journal Square - Close to PATH,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73269,-74.07128,Private room,49,30,0,,,51,365
20882036,Lovely Room Near PATH - Quick Ride to Manhattan!,141532723,Emma & David,,Ward C (councilmember Richard Boggiano),40.73139,-74.0706,Private room,43,30,0,,,51,365
20901379,*Flash SALE*20 MINS TO TIME SQ AND WTC  R 10,5792092,Chris,,Ward C (councilmember Richard Boggiano),40.7389,-74.04933,Private room,47,1,38,9/8/2019,1.58,24,63
20903647,Dtown JC Sunny 2 BR  sleeps 5 4 min  walkto path,31600179,Carri,,Ward E (councilmember James Solomon),40.7231,-74.04472,Entire home/apt,79,2,57,9/2/2019,2.41,3,127
20912287,"The Victorian; Luxury 3bed, Easy to NY free park",17264099,Amgad,,Ward B (councilmember Mira Prinz-Arey),40.71636,-74.08303,Entire home/apt,140,2,108,9/25/2019,4.41,3,302
20925545,Summit house,146677771,Adel,,Ward F (councilmember Jermaine D. Robinson),40.72286,-74.0652,Entire home/apt,99,2,60,8/25/2019,2.5,4,51
20944256,Chic Large Family home! Quick train or bus to NYC!,125401585,Kennan & Michael,,Ward B (councilmember Mira Prinz-Arey),40.72486,-74.07707,Entire home/apt,197,1,101,8/22/2019,4.36,1,292
20944768,SUNNY 3BR/2BA APT **MIN TO NYC** SLEEPS 10!!!,148410929,Abe,,Ward E (councilmember James Solomon),40.72045,-74.04068,Entire home/apt,199,1,74,9/20/2019,3.26,3,8
20946803,Spacious rooms near Manhattan no cleaning fee,100704524,Steve,,Ward B (councilmember Mira Prinz-Arey),40.71848,-74.08295,Entire home/apt,245,1,132,9/28/2019,5.42,1,300
20967575,One PATH stop to Manhattan/1 Bedroom,21448472,Rory,,Ward E (councilmember James Solomon),40.72479,-74.04459,Private room,84,1,83,9/17/2019,3.41,2,343
20971038,NICE NEW 1BR PRIVATE APT  20MIN FROM TIMES SQUARE,143327416,Isidor,,Ward D (councilmember Michael Yun),40.75215,-74.04634,Entire home/apt,70,2,100,9/21/2019,4.09,5,121
20979161,"writer’s comfy private room , 15mins to Manhattan",22309428,Chewie,,Ward E (councilmember James Solomon),40.71926,-74.0451,Private room,65,1,62,9/8/2019,3.34,1,349
20979245,Luxury w/skyline NYC and river views @33rd floor,1728589,Oleksiy,,Ward E (councilmember James Solomon),40.72122,-74.03417,Entire home/apt,180,2,17,9/4/2019,0.69,1,0
20984738,The best private rooms in west Hoboken,5792092,Chris,,Ward D (councilmember Michael Yun),40.75457,-74.04351,Private room,40,2,0,,,24,0
20985184,3BR: 15-25 minute bus to Times Square/15 to Newark,89769986,Alan,,Ward D (councilmember Michael Yun),40.751,-74.05542,Entire home/apt,300,1,68,8/22/2019,2.87,18,344
20999055,*Brick room* 15 mins to Time SQ or WTC,5792092,Chris,,Ward C (councilmember Richard Boggiano),40.73978,-74.04973,Hotel room,40,1,38,9/2/2019,1.58,24,64
20999517,FLASH SALE* 15 mins to Midtown and WTC R 30,5792092,Chris,,Ward C (councilmember Richard Boggiano),40.73911,-74.04916,Hotel room,26,2,41,9/9/2019,1.72,24,64
21008263,Air conditioned shared male room near Manhattan.,2793314,Faisal,,Ward E (councilmember James Solomon),40.73255,-74.0411,Shared room,50,2,42,9/12/2019,1.74,6,321
21013299,FLASH SALE *1BR  condo 15 MINS TO TIME SQ &WTC,5792092,Chris,,Ward D (councilmember Michael Yun),40.7562,-74.04362,Entire home/apt,49,2,53,8/18/2019,2.26,24,243
21030895,"2 blocks,2 mins walk to GROVE str,PATH station",15625009,Anders,,Ward E (councilmember James Solomon),40.72171,-74.04279,Entire home/apt,99,1,84,9/26/2019,3.45,3,329
21036507,"Caprice luxurious stay..! Hey, it's ur 2br stay..?",132055249,Chosen,,Ward C (councilmember Richard Boggiano),40.73917,-74.06423,Entire home/apt,119,2,11,3/11/2019,0.47,10,345
21039145,"Private room in Jersey City, minutes to Manhattan!",21448472,Rory,,Ward E (councilmember James Solomon),40.7259,-74.04491,Private room,75,1,58,9/18/2019,2.4,2,323
21055151,"Clean, spacious and cozy room. 15min away NYC!",151682995,Liza,,Ward C (councilmember Richard Boggiano),40.72668,-74.0654,Private room,41,1,107,9/21/2019,4.39,1,118
21055664,Large comfy 2 bdrm apt with quick access to NYC,104497453,Mark,,Ward F (councilmember Jermaine D. Robinson),40.71171,-74.06786,Entire home/apt,100,2,149,9/30/2019,6.13,4,63
21060559,15-25 minute bus to Times Square/20 min to Newark,89769986,Alan,,Ward D (councilmember Michael Yun),40.75246,-74.05671,Private room,50,1,129,9/16/2019,5.25,18,81
21060808,15-25 minute bus to Times Square/20 min to Newark,89769986,Alan,,Ward D (councilmember Michael Yun),40.75049,-74.0571,Private room,50,1,137,9/15/2019,5.58,18,84
21060967,15-25 minute bus to Times Square/20 min to Newark,89769986,Alan,,Ward D (councilmember Michael Yun),40.75185,-74.05603,Private room,50,1,127,9/23/2019,5.18,18,81
21074894,"Stylish Apt 40 mins from NYC - TV, Parking, W/D",19786530,Stan,,Ward F (councilmember Jermaine D. Robinson),40.71294,-74.07164,Entire home/apt,88,1,75,9/28/2019,3.07,3,128
21079116,Premium Studio Apartment with Beautiful views  of New York City,136070735,Zen,,Ward E (councilmember James Solomon),40.72275,-74.03619,Entire home/apt,200,1,6,6/25/2019,0.22,96,365
21100132,Luxury One Bedroom Apartment with Gym/NYC Train,136070735,Zen,,Ward E (councilmember James Solomon),40.72297,-74.03712,Entire home/apt,250,3,1,12/21/2017,0.05,96,355
21105393,✨COZY 3 BEDROOM 15 MINUTES TO NYC!✨,152182786,Michael,,Ward E (councilmember James Solomon),40.72042,-74.0462,Entire home/apt,200,1,89,9/26/2019,3.66,4,63
21112273,"Jordan Suites, Studio (13 mins walk to PATH train)",146987030,Eman,,Ward F (councilmember Jermaine D. Robinson),40.72358,-74.06699,Entire home/apt,60,3,52,5/26/2019,2.14,4,18
21127126,Newly Renovated 2 Bedroom Apartment In Jersey City,152398456,Natalia,,Ward F (councilmember Jermaine D. Robinson),40.71298,-74.06097,Entire home/apt,120,1,54,9/16/2019,2.31,1,168
21140265,Linda,146677771,Adel,,Ward C (councilmember Richard Boggiano),40.73929,-74.06592,Entire home/apt,145,1,26,9/21/2019,1.11,4,21
21151972,Beautiful Two Bedroom Apartment with Balcony and Stunning views of New York City-17QB,136070735,Zen,,Ward E (councilmember James Solomon),40.7222,-74.03581,Entire home/apt,350,1,40,8/27/2019,1.16,96,365
21161583,Deluxe Studio Apartment with New York City Views-M1,136070735,Zen,,Ward E (councilmember James Solomon),40.72156,-74.03727,Entire home/apt,500,1,7,9/1/2018,0.25,96,272
21161644,Beautiful One Bedroom Apartments with Balcony and Beautiful views of New York City overlooking Pool - 30QD,136070735,Zen,,Ward E (councilmember James Solomon),40.72158,-74.03587,Entire home/apt,200,1,16,8/15/2019,0.57,96,365
21162585,Beautiful Two Bedroom Apartment with views of New York City-25AB,136070735,Zen,,Ward E (councilmember James Solomon),40.72135,-74.03568,Entire home/apt,350,1,92,9/10/2019,1.92,96,360
21164506,Stunning New Renovated Luxury 4 BR Apt Near NYC,1821367,Judy&Kevin,,Ward C (councilmember Richard Boggiano),40.74027,-74.05378,Entire home/apt,169,2,121,9/8/2019,5.08,21,107
21176691,Shared Female room - 6 MINS DRIVE FROM MANHATTAN,152896676,Kadija,,Ward E (councilmember James Solomon),40.73397,-74.03946,Shared room,43,3,41,9/18/2019,1.73,5,353
21185231,Beautiful One Bedroom Apartments with Balcony and Beautiful views of New York City overlooking Pool - 9QH,136070735,Zen,,Ward E (councilmember James Solomon),40.72146,-74.03565,Hotel room,200,1,15,9/22/2019,0.53,96,0
21185666,"Arlington Suites, Tully Suite (25 mins to NYC)…",141213694,Sol,,Ward F (councilmember Jermaine D. Robinson),40.71124,-74.07215,Private room,44,2,25,9/22/2019,1.05,8,70
21187323,Beautiful Two Bedroom Apartment - 4AB,136070735,Zen,,Ward E (councilmember James Solomon),40.72347,-74.03557,Entire home/apt,350,1,14,7/27/2019,0.56,96,0
21187325,Beautiful Two Bedroom Apartment with views of New York City-92122,136070735,Zen,,Ward E (councilmember James Solomon),40.72366,-74.03646,Entire home/apt,350,1,36,7/7/2019,0.94,96,0
21188377,Luxury One Bedroom Apartment with Breathtaking views of New York City,136070735,Zen,,Ward E (councilmember James Solomon),40.72328,-74.03763,Entire home/apt,250,1,5,10/20/2018,0.19,96,0
21190885,Studio Apartment with Views of New York City overlooking Hudson River,136070735,Zen,,Ward E (councilmember James Solomon),40.72347,-74.03567,Entire home/apt,200,1,0,,,96,365
21190899,Modern One Bedroom Apartment with City views 16QE,136070735,Zen,,Ward E (councilmember James Solomon),40.72161,-74.03633,Entire home/apt,200,1,20,3/6/2019,0.54,96,365
21190947,Modern Two Bedroom Apartment with New York City Views 20QA,136070735,Zen,,Ward E (councilmember James Solomon),40.72353,-74.03703,Entire home/apt,350,1,16,5/11/2019,0.5,96,365
21200697,"Breathtaking view, convenient to NYC",147850899,Gi,,Ward E (councilmember James Solomon),40.72059,-74.03106,Private room,360,3,0,,,1,89
21204353,Luxury One Bedroom apartment with New York City Views 29QB,136070735,Zen,,Ward E (councilmember James Solomon),40.72225,-74.03643,Entire home/apt,200,1,7,8/27/2018,0.19,96,0
21204371,Signature One Bedroom apartment with Statue of Liberty and New York City Views 33QF,136070735,Zen,,Ward E (councilmember James Solomon),40.72357,-74.03585,Entire home/apt,200,1,0,,,96,365
21204407,Signature Two Bedroom Suite with Breathtaking New York City Skyline views,136070735,Zen,,Ward E (councilmember James Solomon),40.722,-74.03567,Entire home/apt,350,1,18,8/14/2019,0.47,96,365
21204451,Royal Two Bedroom Apartment with New York City views 38QA,136070735,Zen,,Ward E (councilmember James Solomon),40.72302,-74.03776,Entire home/apt,350,1,24,7/30/2019,0.82,96,365
21216983,"Entire home, 7 mins to path train into Manhattan",5041774,Tyler,,Ward E (councilmember James Solomon),40.72438,-74.0499,Entire home/apt,485,4,1,3/25/2018,0.05,1,363
21217578,Superior Two Bedroom Apartment with New York City views,136070735,Zen,,Ward E (councilmember James Solomon),40.72188,-74.0361,Entire home/apt,350,1,56,1/31/2018,1.46,96,365
21218173,Grand Two Bedroom Apartment with Stunning views of New York City and World Trade Center,136070735,Zen,,Ward E (councilmember James Solomon),40.72326,-74.03592,Entire home/apt,350,1,58,9/20/2019,1.96,96,341
21218284,Panoramic Two Bedroom Suite with Breathtaking New York City Skyline views 44QA,136070735,Zen,,Ward E (councilmember James Solomon),40.72275,-74.03577,Entire home/apt,350,1,38,9/18/2019,1.43,96,311
21218449,Executive Two Bedroom Apartment with Breathtaking views of New York City and Empire State Building 44QC,136070735,Zen,,Ward E (councilmember James Solomon),40.72159,-74.03609,Entire home/apt,350,1,35,8/13/2019,0.98,96,0
21218461,Amazing Two Bedroom Apartment with Breathtaking views of New York City and Empire State Building 45QC,136070735,Zen,,Ward E (councilmember James Solomon),40.72341,-74.03728,Entire home/apt,350,1,36,9/14/2019,1.16,96,0
21245497,Luxury Modern 3 BR 2Bath Apartment Close to NYC,1821367,Judy&Kevin,,Ward C (councilmember Richard Boggiano),40.73963,-74.05785,Entire home/apt,189,2,104,9/24/2019,4.32,21,138
21250155,Stunning Two Bedroom Suite with Panoramic views of NYC Skyline,136070735,Zen,,Ward E (councilmember James Solomon),40.72137,-74.03575,Entire home/apt,350,1,35,5/26/2018,1.18,96,365
21250339,Supreme Two Bedroom Apartment with Stunning views of  New York City and World Trade Center 42QH,136070735,Zen,,Ward E (councilmember James Solomon),40.7236,-74.03698,Entire home/apt,350,1,38,9/15/2019,1.29,96,360
21252474,"Luxury Apartment NYC views,Fitness Center, Free Wifi",136070735,Zen,,Ward E (councilmember James Solomon),40.72148,-74.03693,Entire home/apt,180,1,0,,,96,365
21260557,Beautiful 3rd Flr Apt Minutes from NYC- JC Heights,153747570,Julian,,Ward C (councilmember Richard Boggiano),40.73793,-74.05093,Entire home/apt,179,3,39,9/27/2019,1.69,2,327
21265700,Spacious Apt - Home Away From Home. Mins from NYC!,83827180,Muhammed,,Ward F (councilmember Jermaine D. Robinson),40.70992,-74.07386,Entire home/apt,125,2,82,9/22/2019,3.46,1,129
21304904,AMAZING 2BR/1BA with Yard!! Min from NYC! Sleeps 8,33159912,Michael,,Ward E (councilmember James Solomon),40.71865,-74.04488,Entire home/apt,199,1,67,9/7/2019,2.83,4,219
21306163,GORGEOUS 2BR/1BA in Trendy JC! Min to NY! Sleeps 8,33159912,Michael,,Ward E (councilmember James Solomon),40.71873,-74.04648,Entire home/apt,169,1,75,9/16/2019,3.19,4,225
21307316,TRENDY 2BR/1BA 2 stops to NYC!! Sleeps 8!,149428540,Steph,,Ward E (councilmember James Solomon),40.71833,-74.04622,Entire home/apt,169,1,79,9/25/2019,3.4,8,199
21308442,PERFECT 2BR/1BA MIN to NYC!!! Sleeps 6!!,149428540,Steph,,Ward E (councilmember James Solomon),40.71684,-74.04527,Entire home/apt,169,1,83,9/15/2019,3.51,8,220
21310632,"Spacious luxury 2B2BA Apt, Spectacular Views-MS-2B",2711146,Jenny,,Ward E (councilmember James Solomon),40.7246,-74.03699,Entire home/apt,400,5,12,4/11/2019,0.52,78,354
21311629,"Spectacular Manhattan Skyline Views,Gym,Pool-MNN2B",2711146,Jenny,,Ward E (councilmember James Solomon),40.72338,-74.03676,Entire home/apt,500,5,11,7/20/2019,0.49,78,351
21313334,Cozy Studio very close to PATH & Grove Street,118964350,Kenshō,,Ward E (councilmember James Solomon),40.71897,-74.03742,Entire home/apt,0,1,73,9/17/2019,3.08,11,301
21313448,Minutes to Manhattan in Industrial Chic Style Apt,118964350,Kenshō,,Ward E (councilmember James Solomon),40.71923,-74.03708,Entire home/apt,0,1,70,9/16/2019,2.97,11,315
21320481,"Brand New 2 bedroom Luxury Apt, Close to NYC V2B",2711146,Jenny,,Ward E (councilmember James Solomon),40.72302,-74.03728,Entire home/apt,400,3,15,7/2/2019,0.67,78,360
21321120,Beautiful Apartment in new building with NYC views,2711146,Jenny,,Ward E (councilmember James Solomon),40.72421,-74.03646,Entire home/apt,400,3,19,9/16/2019,0.83,78,357
21321548,"Beautiful Brand New Apt in Brand New Bldg,Gym,Pool",2711146,Jenny,,Ward E (councilmember James Solomon),40.72369,-74.03715,Entire home/apt,400,3,17,9/26/2019,0.93,78,360
