id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29927382,INTERNATIONAL HOUSE NYC (1)-GIRL'S ONLY!,10593827,Detroit International House,,Ward C (councilmember Richard Boggiano),40.74273,-74.05737,Shared room,20,30,11,8/8/2019,1.27,5,55
29935597,24-2 Private Bedroom by Subway Mins to NYC / WTC,1821367,Judy&Kevin,,Ward C (councilmember Richard Boggiano),40.73282,-74.05932,Private room,45,1,29,9/16/2019,2.79,21,248
29944340,The Gallery~Amazing Apt Next to Train Free Parking,161971682,StayVegan,,Ward F (councilmember Jermaine D. Robinson),40.70954,-74.06005,Entire home/apt,133,1,50,9/14/2019,4.82,6,84
29946244,"★ King Bed ★ Walk Score 93 ★ 1 Stop to NYC,Netflix",6145618,Rocio & Dejan,,Ward E (councilmember James Solomon),40.71684,-74.04814,Entire home/apt,225,2,43,9/20/2019,4.16,1,220
29947106,"BRIGHT, MODERN 1 bedroom - 10 minutes to Manhattan",19347088,Munah,,Ward F (councilmember Jermaine D. Robinson),40.72068,-74.04804,Entire home/apt,135,3,23,9/16/2019,2.49,1,48
29949464,24-5 Private Bedroom by Subway Mins to NYC / WTC,1821367,Judy&Kevin,,Ward C (councilmember Richard Boggiano),40.73349,-74.0595,Private room,40,1,30,9/10/2019,2.85,21,201
29957316,Soho West 2BR Furnished Apartment,4140161,Corporate,,Ward E (councilmember James Solomon),40.73432,-74.04494,Entire home/apt,499,7,1,5/26/2019,0.23,20,286
29957387,Cast Iron Loft 2BR Suites,4140161,Corporate,,Ward E (councilmember James Solomon),40.73516,-74.04541,Entire home/apt,499,7,1,6/10/2019,0.26,20,294
29960241,24-4 Private Bedroom by Subway Mins to NYC / WTC,1821367,Judy&Kevin,,Ward C (councilmember Richard Boggiano),40.73291,-74.05987,Private room,45,1,34,9/10/2019,3.21,21,220
29963749,The Apartment @ Arlington Place,141213694,Sol,,Ward F (councilmember Jermaine D. Robinson),40.71211,-74.07135,Entire home/apt,112,3,8,7/19/2019,0.94,8,82
29964004,"Comfortable, cozy and Close to NYC!",225285449,Edith,,Ward F (councilmember Jermaine D. Robinson),40.71208,-74.06124,Entire home/apt,109,1,45,9/23/2019,4.82,3,65
29964047,"Rustic Loft, close to NYC #4",225285449,Edith,,Ward A (councilmember Denise Ridley),40.69941,-74.08064,Entire home/apt,70,1,16,9/21/2019,3.4,3,70
29967160,24-7 Private Bedroom by Subway Mins to NYC / WTC,1821367,Judy&Kevin,,Ward C (councilmember Richard Boggiano),40.73275,-74.05948,Private room,50,1,29,9/15/2019,2.88,21,238
29968002,24-6 Private Bedroom by Subway Mins to NYC / WTC,1821367,Judy&Kevin,,Ward C (councilmember Richard Boggiano),40.7344,-74.05922,Private room,40,1,22,8/17/2019,2.06,21,215
29979110,Serene Escape * Outdoor Patio * Reduced Rates,56826928,Evelyn,,Ward D (councilmember Michael Yun),40.74831,-74.04259,Entire home/apt,100,3,31,9/29/2019,3.29,1,180
30005658,24-3 Private Bedroom & Bathroom by Subway near NYC,1821367,Judy&Kevin,,Ward C (councilmember Richard Boggiano),40.73422,-74.05985,Private room,49,1,37,9/14/2019,3.78,21,228
30019637,Newly Renovated Apartment,23260304,Tina,,Ward F (councilmember Jermaine D. Robinson),40.72077,-74.0726,Private room,42,7,1,11/15/2018,0.09,1,56
30034889,Sleeper Couch in ONE BEDROOM apt (Amazing views),222408543,Kuhle T,,Ward C (councilmember Richard Boggiano),40.73336,-74.06172,Shared room,65,1,3,9/2/2019,0.29,2,147
30039677,Private 1 bedroom,225108575,Tom,,Ward E (councilmember James Solomon),40.7155,-74.04478,Entire home/apt,1800,39,1,11/16/2018,0.09,1,90
30057213,2BR APT Charming Old House by Subway Near NYC WTC,1821367,Judy&Kevin,,Ward C (councilmember Richard Boggiano),40.73399,-74.06122,Entire home/apt,159,2,27,9/16/2019,2.6,21,243
30085452,Modern and Cosy Home Away from Home!,222408543,Kuhle T,,Ward E (councilmember James Solomon),40.7211,-74.03994,Private room,160,1,0,,,2,332
30085707,"2BR Apartment with Patio, 10min to Manhattan",19909972,Jayu,,Ward E (councilmember James Solomon),40.71874,-74.04088,Entire home/apt,170,1,94,9/25/2019,9.04,2,106
30086554,Private room,226072870,Ravi,,Ward D (councilmember Michael Yun),40.75362,-74.05415,Private room,900,6,0,,,1,365
30103179,#5 NYC Business Travelers 5 mins To World trade,81850140,José,,Ward E (councilmember James Solomon),40.71373,-74.03962,Private room,60,1,13,9/4/2019,1.44,16,200
30103186,#4NYC Business Room 5mins Manhattan NYC,81850140,José,,Ward E (councilmember James Solomon),40.71397,-74.03977,Private room,65,1,4,7/20/2019,0.46,16,21
30126143,Spacious & Bright JC Flat (Short Ride to NYC!),226211795,Jeff,,Ward F (councilmember Jermaine D. Robinson),40.71641,-74.0538,Entire home/apt,200,2,8,7/9/2019,0.77,1,101
30130869,Chic Jersey City Condo for a NYC Getaway,6047896,Lindsey,,Ward D (councilmember Michael Yun),40.74544,-74.0456,Entire home/apt,75,2,41,9/24/2019,5.28,1,8
30131200,Your new comfortable home at Jersey City,226410166,Min Bing,,Ward D (councilmember Michael Yun),40.75023,-74.04076,Entire home/apt,100,2,27,9/22/2019,2.68,1,119
30149206,"Spacious, Modern Jersey City Apt | Times Sq 25min",43126281,Nicole & Joe,,Ward C (councilmember Richard Boggiano),40.74083,-74.04946,Entire home/apt,120,2,39,9/15/2019,4.05,3,211
30157160,Private Large and Clean Room,226047654,Pari,,Ward C (councilmember Richard Boggiano),40.73739,-74.06141,Private room,50,1,17,9/28/2019,1.87,2,346
30157428,Fully renovated 1  bedroom apt near NYC,219068470,Rania,,Ward A (councilmember Denise Ridley),40.70199,-74.0847,Entire home/apt,70,2,8,8/21/2019,0.81,1,345
30173847,⭐️Brand New⭐️30 min to NYC⭐️3m walk to parking⭐️,12668293,Mo,,Ward D (councilmember Michael Yun),40.75613,-74.05292,Entire home/apt,69,2,47,9/27/2019,4.52,1,0
30174659,Luxury Studio w beautiful view 10’ from Manhattan,138186576,Kat,,Ward E (councilmember James Solomon),40.71425,-74.03474,Entire home/apt,120,3,19,9/15/2019,1.91,1,38
30183204,10min in Manhattan. Beautiful 2 bedroom 2 bathroom,31013728,Vincent,,Ward E (councilmember James Solomon),40.71619,-74.0369,Entire home/apt,210,2,4,1/2/2019,0.42,1,254
30191565,AMAZING! 7BR W/ PATIO+MINUTES TO NYC!! SLEEPS 18!!,86658575,Diana,,Ward E (councilmember James Solomon),40.72084,-74.04466,Entire home/apt,249,2,25,8/31/2019,3.22,1,93
30226588,Living room double size sofa bed for quick trip,12262020,Zihua,,Ward E (councilmember James Solomon),40.72071,-74.03548,Shared room,59,1,10,5/26/2019,1.02,1,58
30227665,*LEGAL APT* Sleeps 9 and 5 Minutes to Manhattan!!!,94455732,Shelly,,Ward E (councilmember James Solomon),40.72477,-74.04379,Entire home/apt,149,3,33,9/17/2019,3.32,2,339
30232469,Master bedroom& bath 30 mins to Manhattan Downtown,227044712,Sonya,,Ward F (councilmember Jermaine D. Robinson),40.72129,-74.0666,Private room,80,1,2,8/17/2019,0.22,1,103
30235646,"304 ""1M"" 5 min walk Grove Path to NYC. WIFI.",6958867,Henry,,Ward E (councilmember James Solomon),40.72246,-74.04715,Private room,58,1,17,7/27/2019,1.72,31,316
30244891,Lovely One Bedroom Steps From PATH to NYC,13784620,Tina,,Ward C (councilmember Richard Boggiano),40.73077,-74.05922,Entire home/apt,72,2,24,9/12/2019,3.32,1,295
30245053,Big 3 bedr_2 1/2 bath_backyard_washer/d_15 min nyc,227127681,Cécile,,Ward E (councilmember James Solomon),40.72205,-74.05081,Entire home/apt,229,7,13,9/8/2019,1.44,1,190
30251440,Private Bedroom in New House Minutes from PATH,11553711,Chris,,Ward F (councilmember Jermaine D. Robinson),40.70159,-74.08315,Private room,49,1,25,9/23/2019,2.4,3,90
30252688,Brand New Private Bedroom Minutes from PATH,11553711,Chris,,Ward F (councilmember Jermaine D. Robinson),40.7021,-74.08452,Private room,49,1,24,9/26/2019,2.62,3,87
30256779,★ Stylish Apartment Close to NYC ★,17378729,Teo,,Ward B (councilmember Mira Prinz-Arey),40.72661,-74.07698,Entire home/apt,80,1,45,9/26/2019,4.38,3,254
30264147,"35 ""2B"" Sunny Private room by JSQ Path Train. WIFI",6958867,Henry,,Ward C (councilmember Richard Boggiano),40.72839,-74.05711,Private room,53,1,15,8/28/2019,1.57,31,341
30266021,"Nice Room 5m walk to Grove PATH 15min to NYC, WIFI",1410306,Eugene,,Ward E (councilmember James Solomon),40.72252,-74.04745,Private room,29,1,11,9/6/2019,1.09,27,143
30269606,Big Bright Room in Upscale house min to NY TV wifi,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.72836,-74.05709,Private room,40,1,25,8/18/2019,2.47,27,120
30269979,"Bright Spacious 3BR/2BA, Quick Access NYC/Midtown",54196746,Brandon,,Ward D (councilmember Michael Yun),40.74502,-74.0478,Entire home/apt,190,3,42,9/27/2019,4.24,1,42
30270411,"304 ""1L"" Large Private room by Grove Path. Wifi",6958867,Henry,,Ward E (councilmember James Solomon),40.72313,-74.04604,Private room,60,1,6,9/25/2019,0.63,31,358
30284290,"New Private Bedroom, Easy Access To Manhattan, NYC",11553711,Chris,,Ward A (councilmember Denise Ridley),40.70146,-74.0844,Private room,49,1,15,9/22/2019,1.47,3,71
30285684,Apt 3 in downtown Jersey City home near NYC,78686754,Willis,,Ward E (councilmember James Solomon),40.72125,-74.04449,Entire home/apt,90,5,28,9/23/2019,3.68,2,74
30291957,Sleeps 10 - 3 Bedroom - 2 Bath - 5 Beds - BBQ - Yard - Just 7 Minutes to NYC 124.1,110324050,Stephen,,Ward F (councilmember Jermaine D. Robinson),40.71952,-74.04748,Entire home/apt,299,4,16,9/21/2019,1.71,19,334
30293991,Las habitación de rojo,222642000,Francisca,,Ward F (councilmember Jermaine D. Robinson),40.71195,-74.07813,Private room,50,1,39,9/29/2019,3.98,11,157
30295465,Walking distance to Journal Square!!!,181779748,Sonia,,Ward C (councilmember Richard Boggiano),40.73047,-74.07185,Private room,25,31,1,6/8/2019,0.26,1,365
30295848,Sleeps 10 - 3 Bedroom - 2.5 Bath - 5 Beds - BBQ - Deck - Just 7 Minutes to NYC 222.2,110324050,Stephen,,Ward E (councilmember James Solomon),40.71697,-74.04247,Entire home/apt,299,4,19,9/1/2019,1.89,19,333
30296157,Sleeps 10 - 3 Bedroom - 2 Bath - 5 Beds - Just 7 Minutes to NYC 201.2,110324050,Stephen,,Ward E (councilmember James Solomon),40.72353,-74.04342,Entire home/apt,299,4,23,9/25/2019,2.35,19,340
30296424,Sleeps 6 - 1 Bedroom - 1 Bath - 3 Beds - Just  7 Minutes to NYC 124.2,110324050,Stephen,,Ward E (councilmember James Solomon),40.72131,-74.04735,Entire home/apt,135,4,28,9/28/2019,3.02,19,308
30296622,Sleeps 6 - 1 Bedroom - 1 Bath - 3 Beds - Just 7 Minutes to NYC 124.3,110324050,Stephen,,Ward E (councilmember James Solomon),40.72005,-74.0467,Entire home/apt,135,4,7,9/5/2019,0.72,19,330
30308280,Duplex Historic Townhouse 3BR/2BTH min to NYC,130079472,Deniz,,Ward F (councilmember Jermaine D. Robinson),40.71458,-74.06626,Entire home/apt,230,3,22,9/27/2019,2.38,1,72
30317627,118 Magnolia 2B,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73251,-74.05959,Hotel room,35,1,21,9/23/2019,2.18,16,283
30320417,"Convenient Transportation (Shared, Females Only)",128021618,Abdullah,,Ward B (councilmember Mira Prinz-Arey),40.71967,-74.0743,Shared room,500,90,7,5/27/2019,0.77,1,0
30325375,★★  Spacious flat | 15 min to NYC ★★,16637631,J.C & Johanna,,Ward C (councilmember Richard Boggiano),40.73224,-74.06184,Entire home/apt,148,1,30,9/2/2019,2.93,11,169
30335677,Jersey City Loft Living minutes to Light Rail,90830886,Alisa,,Ward F (councilmember Jermaine D. Robinson),40.71078,-74.05857,Entire home/apt,110,60,0,,,1,90
30354080,Perfect for Travelers #1!,178537654,Joshua,,Ward F (councilmember Jermaine D. Robinson),40.71226,-74.07353,Private room,31,1,8,7/9/2019,2.18,4,0
30354098,Perfect for Couples. Close to NYC! #3,178537654,Joshua,,Ward A (councilmember Denise Ridley),40.6994,-74.08173,Private room,55,1,41,9/10/2019,4.14,4,60
30355267,Spacious 3 BR apt 25 mins Times Square Parking,33164249,Kevin & David,,Ward D (councilmember Michael Yun),40.7575,-74.0491,Entire home/apt,160,2,38,9/12/2019,3.94,17,239
30360443,Modern Apartment 30 Min from NYC,17995417,Benjamin,,Ward F (councilmember Jermaine D. Robinson),40.70067,-74.07742,Entire home/apt,70,1,39,8/27/2019,4.02,4,216
30377345,(271.5 A) 3 bed 2 bath close  MANHATTAN/NEW YORK,74551849,Furnished Housing,,Ward F (councilmember Jermaine D. Robinson),40.7087,-74.07754,Entire home/apt,215,1,18,8/16/2019,1.78,10,186
30382659,One Bedroom Apartment near New York City/Manhattan,74551849,Furnished Housing,,Ward B (councilmember Mira Prinz-Arey),40.71277,-74.08673,Entire home/apt,88,1,10,8/25/2019,0.99,10,91
30389898,1BR apartment 15 mins to NYC with parking and yard,12560205,Vivek,,Ward D (councilmember Michael Yun),40.7417,-74.06127,Entire home/apt,100,4,9,8/15/2019,1.18,1,8
30391575,"NEW! Huge warm 6BR 4BA, 25min from WTC for 20ppl",154101806,Arseny,,Ward B (councilmember Mira Prinz-Arey),40.7245,-74.0703,Entire home/apt,485,2,3,9/22/2019,0.51,3,150
30393643,Cozy & stylish 2BR Apt ✦ Near Manhattan| 20Min Bus,212210733,Tutti And Chris,,Ward D (councilmember Michael Yun),40.75665,-74.04599,Entire home/apt,99,2,46,9/23/2019,4.52,1,120
30404647,"Amazing for Couples, close to NYC! #1",178537654,Joshua,,Ward A (councilmember Denise Ridley),40.69807,-74.08073,Private room,34,1,44,9/10/2019,4.66,4,53
30404750,"Perfect for single, Close to NYC! #2",178537654,Joshua,,Ward A (councilmember Denise Ridley),40.69982,-74.08044,Private room,22,1,62,9/22/2019,6.33,4,35
30424719,Bright JC Flat (Minutes to NYC & Sleeps 12),10703290,Mike,,Ward F (councilmember Jermaine D. Robinson),40.71663,-74.05561,Entire home/apt,200,2,47,9/28/2019,4.62,3,101
30427692,Studio Rental in Jersey City Heights,228450493,Vijay,,Ward D (councilmember Michael Yun),40.74775,-74.04722,Entire home/apt,65,5,14,9/3/2019,1.54,1,0
30439283,Journal Square Studio (15 mins from EWR & NYC),37440773,Ashraf,,Ward C (councilmember Richard Boggiano),40.73201,-74.06732,Entire home/apt,80,3,27,9/23/2019,2.79,1,14
30449910,Master bedroom/bathroom/ living (entire floor),25814922,Hadieh,,Ward C (councilmember Richard Boggiano),40.73404,-74.05413,Private room,55,2,34,9/18/2019,3.59,1,0
30465737,"★ 1,200 sf 2BR ★ Gym ★ Netflix ★ Alexa ★ Rooftop ★",151027625,Julia,,Ward E (councilmember James Solomon),40.71898,-74.03887,Entire home/apt,149,1,36,9/15/2019,3.74,5,44
30466354,★ 2BR  2BA ★ Gym ★ Netflix ★ Alexa ★ Rooftop ★,151027625,Julia,,Ward E (councilmember James Solomon),40.71901,-74.0388,Entire home/apt,139,2,35,9/15/2019,3.71,5,40
30466913,Modern One Bedroom in New Luxury Building,2711146,Jenny,,Ward E (councilmember James Solomon),40.72256,-74.03873,Entire home/apt,400,3,0,,,78,358
30484524,Close to Times Square: G4 - New York City,220621419,Shweta,,Ward D (councilmember Michael Yun),40.74901,-74.05433,Entire home/apt,90,2,25,9/7/2019,2.68,7,295
30524774,King Size Bed Jersey City Light Rail to NYC,1935869,Otis,,Ward A (councilmember Denise Ridley),40.71009,-74.09318,Hotel room,75,2,1,6/16/2019,0.28,2,39
30530939,✪ Modern & Cozy 2 BR | 15 mins to NYC! ✪,122177964,Henry,,Ward E (councilmember James Solomon),40.72379,-74.04587,Entire home/apt,140,1,35,9/9/2019,3.56,6,146
30534132,15 Min Car Drive to Times Square New York City,187905563,Kim,,Ward D (councilmember Michael Yun),40.74107,-74.04541,Entire home/apt,150,1,36,9/4/2019,3.67,4,222
30537995,"W2RH,mins to NYC,walk to train,no fee,OK to cancel",199914427,Joe,,Ward B (councilmember Mira Prinz-Arey),40.73449,-74.07271,Private room,37,1,26,9/15/2019,2.71,55,363
30538428,"#W2LH,mins to Times Sq. walk to train,safe",199914427,Joe,,Ward B (councilmember Mira Prinz-Arey),40.73457,-74.07371,Private room,40,1,18,9/8/2019,2.3,55,83
30539076,Amazing Modern Loft 3BR/2BA Mins to NYC (Sleeps 7),205293316,Daniel,,Ward E (councilmember James Solomon),40.71838,-74.04057,Entire home/apt,250,2,24,9/29/2019,2.44,2,265
30553894,Close New York. Cozy privet room and bath,64830010,Abhishek,,Ward C (councilmember Richard Boggiano),40.73885,-74.06461,Private room,85,1,7,7/6/2019,1.46,1,0
30564020,"@@@Spacious 2 BR , 7 Min To NYC@@@",195422078,Aby,,Ward E (councilmember James Solomon),40.71977,-74.04066,Entire home/apt,136,5,16,8/15/2019,1.61,3,105
30592230,"Lovely private bed/bath Paulus Hook, Jersey City",13264918,Charlotte,,Ward E (councilmember James Solomon),40.71438,-74.03959,Private room,85,2,37,9/27/2019,3.94,1,209
30632729,Charming 3 BR  duplex Apartment/mts to Time Square,32754781,Thorsten,,Ward D (councilmember Michael Yun),40.749,-74.04568,Entire home/apt,99,3,11,9/9/2019,2.77,1,231
30644543,"W3RH.mins to NYC,walk to train,no fee,OK to cancel",199914427,Joe,,Ward B (councilmember Mira Prinz-Arey),40.73597,-74.07384,Private room,40,1,10,9/10/2019,1.52,55,88
30646892,"W3LH mins to NYC,walk to train,no fee,OK to cancel",199914427,Joe,,Ward B (councilmember Mira Prinz-Arey),40.73612,-74.07391,Private room,38,1,16,9/13/2019,1.66,55,87
30657704,Luxury Studio. Gym & Pool. Minutes to NYC.,14017563,Han,,Ward E (councilmember James Solomon),40.7208,-74.03579,Entire home/apt,89,2,9,7/16/2019,1.19,1,0
30669888,"Beautiful 3BR Apt, Only 20 Minutes to Time Square!",30454464,Sterling,,Ward D (councilmember Michael Yun),40.752,-74.05157,Entire home/apt,145,1,73,9/27/2019,7.37,3,143
30671201,"Beautiful 3BR Apt, Only 20 Minutes to Time Square!",30454464,Sterling,,Ward D (councilmember Michael Yun),40.75353,-74.05053,Entire home/apt,140,1,76,9/25/2019,7.89,3,144
30671765,Spacious 2 BR Apt!  20 min to Time Sq / Manhattan!,30454464,Sterling,,Ward D (councilmember Michael Yun),40.75293,-74.05079,Entire home/apt,105,1,52,9/20/2019,5.25,3,159
30691075,Beautiful Summer - by NYC!,19991659,Irene,,Ward D (councilmember Michael Yun),40.75049,-74.04015,Entire home/apt,99,3,10,9/29/2019,1.68,1,38
30692186,Renovated private Studio minutes from Manhattan,164162478,Evans,,Ward D (councilmember Michael Yun),40.74938,-74.05849,Entire home/apt,41,3,30,9/16/2019,3.16,2,24
30721537,(D) Private Room w/ Bathroom. 20 mins to Manhattan,96857005,Rent,,Ward C (councilmember Richard Boggiano),40.7369,-74.06309,Private room,63,3,5,9/16/2019,1.03,9,152
30723014,(A) Private Room w/ Bathroom. 20 mins to Manhattan,96857005,Rent,,Ward C (councilmember Richard Boggiano),40.73588,-74.06333,Private room,65,3,0,,,9,359
30723016,(B) Private Room w/ Bathroom. 20 mins to Manhattan,96857005,Rent,,Ward C (councilmember Richard Boggiano),40.73664,-74.06276,Private room,65,7,1,5/22/2019,0.23,9,361
30723661,(C) Private Room w/ Bathroom. 20 mins to Manhattan,96857005,Rent,,Ward C (councilmember Richard Boggiano),40.73611,-74.06276,Private room,60,3,1,7/10/2019,0.36,9,333
30725764,Private Room (A) 20 Minutes to Manhattan,96857005,Rent,,Ward C (councilmember Richard Boggiano),40.73195,-74.0649,Private room,60,3,7,7/1/2019,1.54,9,345
30726226,Private Room (B) 20 Minutes to Manhattan,96857005,Rent,,Ward C (councilmember Richard Boggiano),40.73162,-74.06543,Private room,50,3,5,9/12/2019,1.03,9,331
30726328,Private Room (C) 20 Minutes to Manhattan,96857005,Rent,,Ward C (councilmember Richard Boggiano),40.73161,-74.0651,Private room,60,3,2,9/13/2019,2,9,348
30726390,Private Room (D) 20 Minutes to Manhattan,96857005,Rent,,Ward C (councilmember Richard Boggiano),40.73185,-74.06518,Private room,55,3,1,12/19/2018,0.1,9,344
30730690,Luxurious high rise 1br entire apartment by NYC!,6256696,Poonam,,Ward E (councilmember James Solomon),40.72773,-74.03189,Entire home/apt,350,1,2,12/18/2018,0.2,1,273
30741431,Luxury 1-Bed + Den in Hip Jersey City Heights,43126281,Nicole & Joe,,Ward C (councilmember Richard Boggiano),40.73973,-74.05165,Entire home/apt,140,2,33,9/15/2019,3.43,3,191
30748645,★ Smart Jersey City Studio | Min to NYC & Hoboken,43126281,Nicole & Joe,,Ward C (councilmember Richard Boggiano),40.74036,-74.05121,Entire home/apt,77,2,34,9/14/2019,3.76,3,169
30786684,"NYC/JC New Apt King Bed, Shuttle, Parking, Gym",1935869,Otis,,Ward A (councilmember Denise Ridley),40.71122,-74.09305,Entire home/apt,89,1,15,9/28/2019,3.26,2,37
30790548,Simply nice!!!,185925347,Ivonne,,Ward F (councilmember Jermaine D. Robinson),40.71199,-74.05978,Entire home/apt,95,2,11,9/24/2019,1.2,1,155
30794247,Luxury Studio apartment in Brand New Building with Pool and Gym,136070735,Zen,,Ward E (councilmember James Solomon),40.72374,-74.03852,Entire home/apt,200,1,0,,,96,365
30795669,One Bedroom available in Downtown Jersey City,228584844,Allan,,Ward E (councilmember James Solomon),40.72174,-74.0495,Private room,75,1,0,,,1,83
30797561,"#W3R,walk to train,no fee,free to cancel",199914427,Joe,,Ward B (councilmember Mira Prinz-Arey),40.73569,-74.07398,Private room,30,1,31,9/10/2019,3.52,55,68
30799607,Cozy Row Home -with 3 Beautiful Bedrooms!,163070691,Pete And Pam,,Ward B (councilmember Mira Prinz-Arey),40.72545,-74.07104,Entire home/apt,89,1,31,9/15/2019,3.31,1,126
30813860,Jersey City Home with Skyline view,230509894,Ahmen,,Ward E (councilmember James Solomon),40.72737,-74.03194,Entire home/apt,100,5,5,9/7/2019,0.52,1,17
30853932,Gorgeous 2 Bedroom condo with stunning  NYC views!,205068051,Ernest,,Ward F (councilmember Jermaine D. Robinson),40.72322,-74.06455,Entire home/apt,259,2,23,6/11/2019,2.46,2,1
30854122,"Downtown Jersey City, Free Parking, 3 Bedrm House",230684031,Kent,,Ward E (councilmember James Solomon),40.721,-74.04204,Entire home/apt,185,3,16,8/21/2019,2.22,1,41
30854998,"309 ""1"" Private room right by JSQ path to NYC",6958867,Henry,,Ward C (councilmember Richard Boggiano),40.73226,-74.0558,Private room,55,1,8,5/26/2019,1.06,31,55
30890101,"4 BR LUX duplex sleeps 10, easy access to NYC!",230848785,Oded,,Ward B (councilmember Mira Prinz-Arey),40.73517,-74.07454,Entire home/apt,170,2,19,9/9/2019,2.01,3,245
30936782,Oasis Close to NYC,204595230,Somanshu,,Ward E (councilmember James Solomon),40.72519,-74.04329,Entire home/apt,89,3,16,8/23/2019,2.33,3,63
30936962,"Gorgeous Apartment, 5 mins to Manhattan, NYC",231173461,Asli,,Ward E (councilmember James Solomon),40.71857,-74.03538,Entire home/apt,110,3,6,9/2/2019,0.7,1,3
30937105,"Serene Studio close to NYC. Walk to shops, PATH",204595230,Somanshu,,Ward E (councilmember James Solomon),40.72444,-74.0451,Entire home/apt,64,3,17,9/12/2019,4.18,3,123
30941936,"MF2,near NYC/train/bus,no fees free cancellation",199914427,Joe,,Ward F (councilmember Jermaine D. Robinson),40.71094,-74.08253,Private room,35,1,4,8/25/2019,0.48,55,90
30953085,Spectacular New York Views Next Door to Downtown,587956,Steven,,Ward E (councilmember James Solomon),40.72031,-74.03395,Entire home/apt,190,3,9,9/16/2019,0.99,1,4
30955224,"Bright, stylish 2BR Victorian apt minutes from NYC",31288992,Lisbeth,,Ward C (councilmember Richard Boggiano),40.73019,-74.06362,Entire home/apt,140,2,32,9/22/2019,3.5,3,241
30965316,Cozy apartment minutes from NYC!,231370095,Jessica,,Ward D (councilmember Michael Yun),40.75431,-74.05268,Entire home/apt,85,1,44,9/29/2019,4.75,1,256
30965635,Vic’s home away from home,230151876,Victor,,Ward D (councilmember Michael Yun),40.75753,-74.05051,Entire home/apt,422,2,0,,,1,179
30971427,Las america,222642000,Francisca,,Ward F (councilmember Jermaine D. Robinson),40.71368,-74.07917,Private room,50,1,36,9/27/2019,3.9,11,349
30973220,Las americas,222642000,Francisca,,Ward F (councilmember Jermaine D. Robinson),40.71218,-74.07808,Private room,50,1,21,9/29/2019,2.26,11,361
30978541,★ Large Beautiful Duplex | 15 min to Manhattan ★,164051353,Warren,,Ward E (councilmember James Solomon),40.72507,-74.05168,Entire home/apt,205,2,41,9/22/2019,4.32,9,165
31014715,Luxury apartment with great light/views/kitchen,231633850,Alex,,Ward E (councilmember James Solomon),40.72008,-74.04104,Private room,80,2,0,,,2,22
31057699,Three Bedroom Apartment in high end luxury building with Amazing views of NYC and Statue of Liberty,136070735,Zen,,Ward E (councilmember James Solomon),40.7216,-74.0376,Entire home/apt,500,1,0,,,96,365
31069607,"Spacious 3 BR Apt, Only 20 minutes to Manhattan!",35601684,Joseph,,Ward C (councilmember Richard Boggiano),40.72803,-74.05791,Entire home/apt,250,1,52,9/15/2019,5.55,9,55
31073390,Quiet cozy master bedroom with bathroom available!,68874733,Shahzeb,,Ward B (councilmember Mira Prinz-Arey),40.72097,-74.07956,Private room,70,3,33,7/20/2019,3.71,1,0
31074849,★Huge & Cozy 3BR/2BA House | 15m to Times Square ★,128461779,Sherry,,Ward D (councilmember Michael Yun),40.74378,-74.04839,Entire home/apt,185,1,33,9/2/2019,3.52,6,165
31075670,"★Sunny, Quirky Home - 15 minutes to Times Square★",128461779,Sherry,,Ward D (councilmember Michael Yun),40.74578,-74.04773,Entire home/apt,154,1,25,9/26/2019,2.67,6,170
31076401,Brand New Apartment Earshot from NYC,52789828,Jon,,Ward D (councilmember Michael Yun),40.74999,-74.04817,Entire home/apt,99,1,29,9/23/2019,3.18,13,301
31077850,(15-4) 2 Beds 1 Bath Beauty Close to New York City,74551849,Furnished Housing,,Ward C (councilmember Richard Boggiano),40.73503,-74.05239,Entire home/apt,89,1,22,9/2/2019,2.37,10,308
31085319,"Spacious & Trendy Studio, 20 Minutes to Manhattan!",35601684,Joseph,,Ward C (councilmember Richard Boggiano),40.72685,-74.05946,Entire home/apt,75,1,54,9/2/2019,5.87,9,32
31087827,"Newly Renovated and Spacious Room ""K"" Close to NYC",153190812,Lex,,Ward C (councilmember Richard Boggiano),40.72674,-74.05676,Private room,50,2,5,9/28/2019,0.71,11,80
31088288,"Newly Renovated and Spacious Room ""J"" Close to NYC",153190812,Lex,,Ward C (councilmember Richard Boggiano),40.72694,-74.05611,Private room,45,2,6,9/23/2019,0.65,11,83
31095888,Heydi's View Downtown Jersey City 2 bedroom  apt,232339962,Maria & Miguel,,Ward E (councilmember James Solomon),40.72172,-74.04254,Entire home/apt,164,3,30,9/27/2019,4,3,207
31121179,"Huge 3Br House! Yard,Park,NYC Views! 30 min to NYC",43219250,LaTorre Fratelli,,Ward F (councilmember Jermaine D. Robinson),40.71099,-74.07956,Entire home/apt,109,1,44,9/6/2019,4.78,15,79
31125799,(271.5B) 1 Bed 1 Bath Near MANHATTAN/NEW YORK CITY,74551849,Furnished Housing,,Ward B (councilmember Mira Prinz-Arey),40.71265,-74.08686,Entire home/apt,139,1,1,5/5/2019,0.2,10,121
